Database,Units,Series_Code,Country,Descriptor,1970A1,1971A1,1972A1,1973A1,1974A1,1975A1,1976A1,1977A1,1978A1,1979A1,1980A1,1981A1,1982A1,1983A1,1984A1,1985A1,1986A1,1987A1,1988A1, y_1989,y_1990,y_1991,y_1992,y_1993,y_1994,y_1995,y_1996,y_1997,y_1998,y_1999,y_2000,y_2001,y_2002
"World Economic Outlook, May 2001",Annual percent change,W648NGDP_R%,"GAMBIA, THE","Gross domestic product, constant prices",-8.74,10.98,6.99,12.72,9.87,4.61,10.32,12.81,-5.35,18.8,0.71,-9.52,20.76,13.52,-7.62,3.65,2.36,2.8,1.7,4.33,5.7,2.16,4.42,1.76,3.84,-3.39,6.15,4.92,3.54,6.35,5.28,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W915NGDP_R%,GEORGIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-21.1,-44.9,-29.3,-10.4,2.6,10.5,10.7,2.9,2.9,1.5,3.8,5
"World Economic Outlook, May 2001",Annual percent change,W134NGDP_R%,GERMANY,"Gross domestic product, constant prices",5.04,3.06,4.25,4.76,0.2,-1.25,5.32,2.85,3,4.22,0.98,0.1,-0.94,1.76,2.81,2.03,2.35,1.48,3.72,3.62,5.74,5.01,2.24,-1.09,2.35,1.73,0.77,1.4,2.05,1.56,2.95,1.85,2.59
"World Economic Outlook, May 2001",Annual percent change,W652NGDP_R%,GHANA,"Gross domestic product, constant prices",6.76,1.93,-2.92,2.85,10.12,-11.86,-3.54,2.28,8.48,-2.51,0.45,-2.08,-7.65,-0.43,2.99,5.36,4.79,4.99,5.56,5.09,3.36,5.35,3.87,5.02,3.28,4.02,4.6,4.2,4.69,4.4,3.7,4.96,5.5
"World Economic Outlook, May 2001",Annual percent change,W174NGDP_R%,GREECE,"Gross domestic product, constant prices",7.95,7.13,8.87,7.31,-3.64,6.07,6.35,3.44,6.68,3.7,1.74,0.06,-0.53,0.78,2.75,3.12,1.62,-0.46,5.36,3.8,0,3.1,0.7,-1.6,2,2.1,2.4,3.5,3.1,3.4,3.98,3.83,3.84
"World Economic Outlook, May 2001",Annual percent change,W328NGDP_R%,GRENADA,"Gross domestic product, constant prices",4.39,7.34,7.48,8.3,6.77,2.9,9.03,5.7,8.12,2.39,-0.53,1.49,4.29,7.05,6.65,7.18,3.5,7.74,6.85,5.8,5.2,3.6,1.1,-1.2,3.3,3.1,2.86,4.2,5.8,6.15,7.01,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W258NGDP_R%,GUATEMALA,"Gross domestic product, constant prices",5.71,5.58,7.33,6.78,6.38,1.95,7.39,7.81,5,4.71,3.7,0.64,-3.54,-2.53,0.51,-0.6,0.1,3.58,3.89,3.94,3.1,3.66,4.84,3.93,4.03,4.95,3,4.09,5.1,3.5,3.6,3,2.9
"World Economic Outlook, May 2001",Annual percent change,W656NGDP_R%,GUINEA,"Gross domestic product, constant prices",3.8,5.37,2.32,1.57,5.25,2.88,7.92,-3.35,6.8,-1.21,2.6,0.6,1.8,1.3,1.4,5,3.11,3.3,6.31,4,4.34,5.69,3.25,5.01,3.98,4.67,5.04,4.81,4.53,3.31,4.48,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W654NGDP_R%,GUINEA-BISSAU,"Gross domestic product, constant prices",3.8,5.37,2.31,1.58,5.68,5.37,4.9,-7.2,37,-1.52,15.98,-0.5,4.2,-3.4,5.5,4.3,-1,5.6,1.96,2.93,4.58,5.1,1.05,2.05,3.15,4.41,4.6,5.49,-28.07,7.79,9.33,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W336NGDP_R%,GUYANA,"Gross domestic product, constant prices",3.42,2.82,-1.97,1.72,6.99,10.42,2.93,-4.78,-2.8,-1.6,1.6,-0.3,-10.6,-9.3,2.1,2,-0.9,0.9,-0.27,-4.94,-3.04,6,7.82,8.18,8.53,5.03,7.93,6.2,-1.7,2.98,2.47,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W263NGDP_R%,HAITI,"Gross domestic product, constant prices",0.65,6.48,0.92,4.78,5.81,1.1,8.44,0.48,4.87,7.6,7.34,-3.03,-3.72,0.22,0.64,0.89,-0.18,-0.75,0.58,0.53,0.18,4.75,-13.19,-2.43,-8.28,4.44,2.69,1.15,3,2,2,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W268NGDP_R%,HONDURAS,"Gross domestic product, constant prices",6.24,2.35,6.22,4.67,-0.13,-3,10.5,10.38,8.3,6.3,0.73,2.54,-1.34,-0.94,4.35,4.17,0.72,6.07,4.54,4.33,0.1,3.25,5.62,6.23,-1.3,4.08,3.63,5.05,2.94,-1.89,6.18,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W944NGDP_R%,HUNGARY,"Gross domestic product, constant prices",15.98,6.23,6.13,6.86,5.87,6.2,3.57,7.64,4.45,2.68,0.21,2.87,2.84,0.72,2.66,-0.25,1.53,4.05,-0.07,0.74,-3.5,-11.89,-3.06,-0.58,2.9,1.54,1.34,4.57,4.86,4.5,5.32,4.9,4.7
"World Economic Outlook, May 2001",Annual percent change,W176NGDP_R%,ICELAND,"Gross domestic product, constant prices",7.6,13.07,5.78,5.78,6.32,0.91,6.08,8.91,6.97,10.11,5.75,4.27,2.15,-2.15,4.13,3.29,6.27,8.55,-0.09,0.26,1.17,0.7,-3.28,0.62,4.49,0.1,5.17,4.73,4.52,4.07,3.58,1.89,2.13
"World Economic Outlook, May 2001",Annual percent change,W534NGDP_R%,INDIA,"Gross domestic product, constant prices",5.78,2.32,-0.72,3.59,0.16,9.75,1.54,5.86,5.93,-2.5,3.59,6.55,4.44,6.54,4.57,5.03,5.01,4.79,8.68,7.35,5.89,1.67,4.18,4.98,6.74,7.58,7.12,4.94,6.05,6.55,6.37,5.6,6.09
"World Economic Outlook, May 2001",Annual percent change,W536NGDP_R%,INDONESIA,"Gross domestic product, constant prices",6.49,7,9.42,11.31,7.63,4.98,6.89,8.9,8.51,5.46,7.91,7.37,-0.33,3.36,6.74,2.47,5.95,4.9,5.78,9.08,9,8.93,7.22,7.25,7.54,8.22,7.98,4.54,-13.13,0.85,4.77,3.47,4.59
"World Economic Outlook, May 2001",Annual percent change,W429NGDP_R%,"IRAN, I.R. OF","Gross domestic product, constant prices",9.37,12.58,16.88,11.75,7.8,2.9,10.66,3.62,-3.34,-18.45,-14.93,7.89,14.4,10.3,3.33,4.19,-9.35,-2.18,-9.74,4.46,11.24,10.6,6.14,2.1,0.89,2.88,5.52,3.39,2.24,2.52,3.64,3.97,4.55
"World Economic Outlook, May 2001",Annual percent change,W178NGDP_R%,IRELAND,"Gross domestic product, constant prices",3.3,4.55,6.27,6.44,3.14,-5.16,1.35,8.12,7.13,3.3,2.5,2.95,1.23,-0.39,3.56,2.9,3.71,4.11,4.08,6.1,7.94,1.93,3.34,2.69,5.76,9.73,7.69,10.74,8.56,9.82,10.69,7.04,6.21
"World Economic Outlook, May 2001",Annual percent change,W436NGDP_R%,ISRAEL,"Gross domestic product, constant prices",8,11.11,11.9,5.11,4.05,3.5,1.42,1.02,3.66,4.84,3.17,4.28,1.01,2.64,2.28,4.44,3.56,6.24,3.49,1.36,5.73,7.09,6.98,3.7,7.08,6.47,5.05,3.3,2.45,2.31,6,1.81,4.32
"World Economic Outlook, May 2001",Annual percent change,W136NGDP_R%,ITALY,"Gross domestic product, constant prices",5.31,1.6,2.7,7.11,5.43,-2.65,6.58,3.38,3.68,5.99,4.24,0.55,-0.07,1.24,2.76,2.97,2.53,2.98,3.95,2.87,1.97,1.39,0.76,-0.88,2.21,2.92,1.09,2.03,1.81,1.61,2.91,1.99,2.5
"World Economic Outlook, May 2001",Annual percent change,W343NGDP_R%,JAMAICA,"Gross domestic product, constant prices",11.9,3.14,9.25,1.44,-4.62,1.51,-4.75,-0.6,2.37,-0.03,-4.04,4.42,3.08,4.15,0.95,-0.9,7,7.7,-3.99,4.7,4.7,1.1,1.6,1.5,1,0.2,-1.5,-1.7,-0.45,0,1.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W158NGDP_R%,JAPAN,"Gross domestic product, constant prices",10.28,4.39,8.41,8.03,-1.23,3.09,3.97,4.39,5.27,5.48,9.65,3.15,3.11,2.3,3.77,4.26,3.06,4.51,6.47,5.36,5.31,3.04,0.92,0.53,1.02,1.57,3.34,1.92,-1.06,0.79,1.69,0.6,1.47
"World Economic Outlook, May 2001",Annual percent change,W439NGDP_R%,JORDAN,"Gross domestic product, constant prices",-10.18,1.46,3.8,-5.4,-5.19,12.64,21.22,6.41,10.7,3.5,16.24,4.71,5.6,2.5,1.4,6.1,7.7,2.6,0.3,-13.45,88.58,1.82,16.07,5.59,4.97,6.39,2.1,3.06,2.94,3.06,3.97,3.02,4.46
"World Economic Outlook, May 2001",Annual percent change,W916NGDP_R%,KAZAKHSTAN,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-11,-5.3,-9.2,-12.6,-8.2,0.5,1.7,-1.92,2.8,9.44,5,5
"World Economic Outlook, May 2001",Annual percent change,W664NGDP_R%,KENYA,"Gross domestic product, constant prices",7.38,6.85,16.12,5.94,2.14,1.47,4.57,10.11,7.97,5.45,5.57,4.1,2.15,1.78,1.79,4.29,7.14,5.94,6.2,4.69,4.67,1.44,-0.8,0.35,2.63,4.43,4.14,2.1,2.08,1.98,-0.45,2.13,2.82
"World Economic Outlook, May 2001",Annual percent change,W826NGDP_R%,KIRIBATI,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-3.48,6.79,-0.71,5.02,-6.61,-1.22,-9.12,18.24,-8.56,2.13,6.92,-1.61,0.8,7.21,6.48,2.6,3.29,6.1,2.5,2,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W542NGDP_R%,KOREA,"Gross domestic product, constant prices",8.76,8.49,4.82,12.8,8.07,6.64,11.76,10.01,9.01,7.06,-2.09,6.47,7.25,10.7,8.25,6.47,10.97,10.99,10.46,6.08,8.98,9.23,5.44,5.49,8.25,8.92,6.75,5.01,-6.69,10.89,8.81,3.5,5.49
"World Economic Outlook, May 2001",Annual percent change,W443NGDP_R%,KUWAIT,"Gross domestic product, constant prices",11.75,7.9,5.62,-2.88,-6.52,-1.72,11.72,3.46,5.91,8.24,-20.36,-18.92,-9.5,5.25,5.24,-4.26,8.57,8.14,-10.05,25.89,-26.23,-45.3,50.44,45.13,2.25,4.03,1.23,2.33,2.01,-2.44,3.58,1.94,1.97
"World Economic Outlook, May 2001",Annual percent change,W917NGDP_R%,KYRGYZ REPUBLIC,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-7.85,-13.88,-15.46,-19.8,-5.8,7.1,9.96,2.08,3.66,5.04,4.98,5.19
"World Economic Outlook, May 2001",Annual percent change,W544NGDP_R%,LAO PEOPLE'S DEM.REP,"Gross domestic product, constant prices",9.77,4.99,3.45,8.73,3.64,6.67,2.96,-1.99,1,-2,10,15.33,4.71,3,6.44,9.12,4.83,-0.96,-2.1,9.89,6.69,3.99,7.01,5.87,8.15,7.05,6.88,6.53,4,5,5.7,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W941NGDP_R%,LATVIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-11.1,-35.2,-14.9,0.6,-0.8,3.29,8.61,3.88,1.1,5.5,6,6
"World Economic Outlook, May 2001",Annual percent change,W446NGDP_R%,LEBANON,"Gross domestic product, constant prices",6.59,9.23,12.15,4.71,2.4,-30.3,-56.99,67.7,-2.6,2.39,1.47,0.55,-36.79,22.71,44.48,24.3,-6.77,16.73,-28.21,-42.2,-13.42,38.2,4.5,7,8,6.5,4,4,3.55,1.04,0,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W666NGDP_R%,LESOTHO,"Gross domestic product, constant prices",9.9,7.51,4.87,4.61,6.27,2.09,5.63,-30.43,24.65,-6.41,4.35,1.32,0.98,0.74,8.74,3.66,1.62,5.67,10.86,7.45,5.57,4.07,4.57,3.69,3.71,5.93,9.47,4.57,-3.59,2.1,2.43,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W672NGDP_R%,LIBYA,"Gross domestic product, constant prices",3.86,-5.27,9.11,1.95,22.2,4.03,22.65,8.88,3.87,4.22,-3.81,-12.96,-8.91,3.6,3.59,1.03,-4.44,-1.13,5.96,-1.14,3.45,0.08,-4.93,-9.71,-2.7,0.86,5.2,-1.22,2.9,2.53,3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W946NGDP_R%,LITHUANIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-5.7,-21.3,-16.2,-9.77,3.29,4.71,7.28,5.11,-4.2,2.7,3.2,3.8
"World Economic Outlook, May 2001",Annual percent change,W137NGDP_R%,LUXEMBOURG,"Gross domestic product, constant prices",7.6,3.54,5.47,5.64,4.3,-1.53,5.79,0.35,5.45,4.9,4.21,0.8,1.04,1.89,4.73,3.16,7.53,3.75,10.2,9.85,3.39,5.35,5.82,8.49,4.08,3.5,2.89,7.26,5.02,7.29,8.47,4.24,4.29
"World Economic Outlook, May 2001",Annual percent change,W962NGDP_R%,"MACEDONIA, FYR","Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-7.5,-1.8,-1.1,1.19,1.44,2.94,2.67,6,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W674NGDP_R%,MADAGASCAR,"Gross domestic product, constant prices",4.14,2.19,-3.21,-2.02,1.62,1.29,-3.99,2.38,-2.47,9.92,0.79,-9.8,-1.9,0.9,1.7,1.2,1.97,1.19,3.39,4.08,3.14,-6.31,1.18,2.1,-0.04,1.68,2.15,3.69,3.93,4.66,4.76,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W676NGDP_R%,MALAWI,"Gross domestic product, constant prices",1.5,14.36,0.17,1.61,7.44,5.53,6.22,4.34,9.73,4.37,0.39,-5.24,2.52,3.69,5.37,4.57,-0.21,1.63,3.18,1.34,5.69,8.73,-7.33,9.69,-10.31,16.73,7.32,3.79,2,4,3.2,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W548NGDP_R%,MALAYSIA,"Gross domestic product, constant prices",4.95,7.08,9.39,11.7,8.32,0.8,11.56,7.75,6.65,9.35,7.44,6.94,5.94,6.25,7.76,-0.88,1.15,5.39,9.94,9.06,9.01,9.55,8.89,9.89,9.21,9.83,10,7.32,-7.37,5.81,8.54,4.5,6
"World Economic Outlook, May 2001",Annual percent change,W556NGDP_R%,MALDIVES,"Gross domestic product, constant prices",3.84,5.25,2.4,1.56,5.74,-8.01,0.62,-1.4,1.38,7.52,18.8,7.89,7.47,4.41,17.38,13.8,8.6,8.87,8.72,9.29,16.21,7.63,6.29,6.16,6.59,7.16,7.88,9.13,9.1,8.55,7.58,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W678NGDP_R%,MALI,"Gross domestic product, constant prices",13.21,-4.63,-7.18,15.06,-1.82,-0.93,0.93,0.93,3.01,6.17,-1.2,-4.96,-4.11,5.45,4.1,2.11,8.59,2,-0.32,11.94,0.42,-0.54,8.44,-4.67,2.63,6.97,4.27,6.72,4.95,6.65,4.35,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W181NGDP_R%,MALTA,"Gross domestic product, constant prices",12.66,2.46,5.81,9.79,10.03,19.56,17.02,12.2,2.02,10.49,7.05,2.7,0.1,2.6,0.8,2.4,3.8,5.7,6.8,6.74,5.91,5.94,6.73,4.03,4.98,7.28,3.2,3.73,3.05,3.47,3.15,4.32,3.29
"World Economic Outlook, May 2001",Annual percent change,W682NGDP_R%,MAURITANIA,"Gross domestic product, constant prices",9.91,7.5,4.89,4.6,6.27,2.07,5.63,-3.63,-4.4,7.7,4.26,3.73,-2.15,4.94,26.67,2.01,5.83,2.9,3.13,2.23,-1.77,2.61,1.7,5.48,4.61,4.65,5.5,3.16,3.69,4.09,5.25,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W684NGDP_R%,MAURITIUS,"Gross domestic product, constant prices",-0.85,4.47,8.03,11.84,8.02,1.26,22.13,6.55,5.05,5.01,2.79,-7.06,5.28,5.9,0.97,4.83,8.81,11.16,8.67,5.82,4.9,6.38,4.88,6.71,4.54,3.75,5.22,5.8,6.04,5.87,3.58,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W273NGDP_R%,MEXICO,"Gross domestic product, constant prices",6.92,4.16,8.49,8.4,6.12,5.74,4.42,3.39,8.96,9.7,9.23,8.77,-0.06,-4.2,3.61,2.59,-3.68,1.74,1.28,4.2,5.07,4.22,3.63,1.95,4.42,-6.17,5.15,6.77,4.95,3.78,6.92,3.5,4.7
"World Economic Outlook, May 2001",Annual percent change,W921NGDP_R%,MOLDOVA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-17.5,-29.7,-1.09,-31.1,-1.43,-5.91,1.59,-6.54,-3.4,1.9,5,6
"World Economic Outlook, May 2001",Annual percent change,W948NGDP_R%,MONGOLIA,"Gross domestic product, constant prices",8.73,4.69,3.61,8.91,4.22,6.51,3.9,7.78,7.52,4.26,6.44,8.34,8.34,5.76,6.01,5.72,9.37,3.45,8.54,4.2,-5.62,-9.24,-9.5,-3,2.3,6.31,2.36,4.03,3.55,3.22,2.98,4,5
"World Economic Outlook, May 2001",Annual percent change,W686NGDP_R%,MOROCCO,"Gross domestic product, constant prices",5,5.82,2.1,3.82,14.3,4.33,7.22,3.95,5.36,4.97,3.79,-2.76,9.62,-0.56,4.34,6.32,8.3,-2.54,10.41,2.37,4.03,6.9,-4.03,-1.01,10.36,-6.58,12.22,-2.23,6.81,-0.7,0.79,7.8,3.3
"World Economic Outlook, May 2001",Annual percent change,W688NGDP_R%,MOZAMBIQUE,"Gross domestic product, constant prices",9.9,7.48,4.88,4.61,6.26,2.08,5.62,-0.18,1.07,3.07,4.68,5,-6.9,-15.7,-6.5,1,-2.3,14.7,8.2,6.5,1,4.9,-8.1,8.7,7.5,4.3,7.1,11.06,11.91,7.3,3.85,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W518NGDP_R%,MYANMAR,"Gross domestic product, constant prices",1.26,2.44,-0.96,2.6,2.66,4.14,6.1,5.95,6.5,5.2,7.93,6.36,5.61,4.43,4.93,2.85,-1.06,-4.01,-11.35,3.69,2.82,-0.65,9.66,5.92,6.81,7.2,6.44,5.74,5.77,10.92,5.46,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W728NGDP_R%,NAMIBIA,"Gross domestic product, constant prices",5.26,5.24,1.97,3.94,7.14,2.24,1.47,0.03,2.87,3.79,6.62,-10.12,-2.77,-2.12,-0.14,-0.6,5.12,3.62,0.45,1.57,-5.01,8.17,7.19,-1.59,6.24,3.24,2.1,2.56,3.04,2.93,3.48,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W558NGDP_R%,NEPAL,"Gross domestic product, constant prices",2.58,-1.2,3.12,-0.48,6.34,0.93,4.4,3.02,0,2.4,-2.31,8.3,3.8,-3,4.64,-0.7,11.7,7.3,3.86,7.95,4.56,6.37,4.11,3.85,8.22,3.47,5.33,5.05,2.95,3.94,5.99,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W138NGDP_R%,NETHERLANDS,"Gross domestic product, constant prices",5.7,4.2,3.3,4.7,4,-0.1,5.1,2.3,2.5,2.4,0.9,-0.5,-1.16,1.71,3.29,3.08,2.75,1.42,2.62,4.68,4.11,2.27,2.03,0.76,3.22,2.26,3.04,3.84,4.07,3.86,3.92,2.87,2.72
"World Economic Outlook, May 2001",Annual percent change,W353NGDP_R%,NETHERLANDS ANTILLES,"Gross domestic product, constant prices",6.22,6.48,4.69,4.05,5.48,2.66,6.29,7.1,6.7,4.8,7,1.18,-1.85,-0.54,-1.83,-2.1,-5.5,1.2,1.5,7.8,1.5,1.8,3.7,0.3,2.4,0,-2.4,3,3,3,3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W196NGDP_R%,NEW ZEALAND,"Gross domestic product, constant prices",4.43,2.74,3.98,7.25,4.19,4.3,-0.57,-2.15,0.72,-3.3,1.68,2.86,2.69,0.11,6.6,1.24,1.81,6.8,1.87,0.86,0,-1.66,0.74,5.2,5.84,4.3,3.61,2.2,-0.1,3.91,3.54,2.57,2.68
"World Economic Outlook, May 2001",Annual percent change,W278NGDP_R%,NICARAGUA,"Gross domestic product, constant prices",1.35,4.93,3.19,6.42,14.19,-0.16,5.21,8.41,-7.85,-26.48,4.61,5.36,-0.82,4.61,-1.57,-4.08,-1.02,-0.71,-12.45,-1.69,-0.13,-0.15,0.4,-0.2,3.3,4.2,4.97,4.88,4.19,6.7,5.86,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W692NGDP_R%,NIGER,"Gross domestic product, constant prices",9.26,-3.4,-7.57,-10.89,6.25,20.5,15.29,3.48,8.33,13.59,4.89,-0.18,2.17,-3.86,-16.82,7.72,6.35,0.09,6.87,0.96,-1.31,2.49,-6.52,1.45,4,2.61,3.42,2.75,10.42,-0.57,3.02,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W694NGDP_R%,NIGERIA,"Gross domestic product, constant prices",29.79,18.39,7.29,9.52,5.94,0.18,10.77,-6.71,-6.72,2.63,2.87,-8.39,-0.6,-4.94,5.8,10.49,-1.81,-3.99,9.4,8.46,7.48,6.01,2.64,2.2,-0.62,2.59,6.4,3.06,1.91,1.11,2.75,1.66,2.52
