Reference Series Turning Points,,,,,,(1 sets for a Peak and -1 sets for a Trough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-61,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,0,0,1,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-61,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-61,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,-1,,0,0,0,0,,,0,-1,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-61,-1,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,-1,0,0,,0,0,0,0,0,0,0
01-11-61,0,0,0,,0,1,,,,,0,0,0,,1,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-61,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-62,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-62,0,0,0,,1,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,1,0,1,1,0
01-03-62,0,0,0,,0,0,,,,,0,1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,1,0,,0,0,0,0,0,0,1
01-04-62,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-05-62,0,0,1,,0,0,,,,,0,0,0,,0,1,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,1,0,1,0,0,0
01-06-62,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,-1,0,,0,0,-1,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-62,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,-1,,1,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-62,0,0,0,,0,0,,,,,0,0,0,,0,0,0,-1,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-62,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,-1,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-62,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-62,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-62,0,0,0,,0,0,,,,,0,0,0,,0,0,-1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,-1,,0,0,0,0,0,0,0
01-01-63,0,-1,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-63,0,0,0,,0,-1,,,,,-1,0,0,,0,-1,0,0,,,,0,0,,0,-1,0,0,,,0,0,0,0,,0,,,,-1,0,0,0,,0,-1,-1,0,-1,-1,0
01-03-63,0,0,0,,0,0,,,,,0,0,0,,-1,0,0,0,,,,0,0,,0,0,0,-1,,,0,0,0,0,,0,,,,0,0,-1,0,,0,0,0,0,0,0,-1
01-04-63,0,0,0,,0,0,,,,,0,0,1,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-05-63,0,0,-1,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,-1,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-63,0,0,0,,-1,0,,,,,0,-1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-63,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-63,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,1,0,0,,0,0,0,0,0,0,0
01-09-63,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-63,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-63,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,1,0,0,0,0,0,0
01-12-63,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-64,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,-1,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-64,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-64,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,1,0,1,1,0
01-04-64,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,1,0,,0,1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-05-64,0,0,0,,0,1,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-64,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-64,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-64,0,0,1,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,1,,,1,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-64,0,0,0,,0,0,,,,,0,0,0,,0,0,1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-64,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-64,0,0,0,,0,0,,,,,0,1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-64,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,1,0,,,0,0,0,0,,0,,,,1,0,0,0,,0,0,0,0,0,0,0
01-01-65,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,-1,0,0,0,,,0,1,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-65,1,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,1,,0,0,-1,0,0,0,0
01-03-65,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-04-65,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,-1,0
01-05-65,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,1,0,,1,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-65,0,0,0,,0,0,,,,,0,0,0,,1,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,-1,0,0,,0,0,0,0,0,0,0
01-07-65,0,0,0,,0,0,,,,,0,0,0,,0,0,0,1,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-65,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,1,0,0,0,0,0
01-09-65,0,0,0,,0,0,,,,,0,0,-1,,0,0,0,0,,,,0,0,,0,0,-1,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-65,0,0,0,,0,0,,,,,0,0,0,,0,1,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-65,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,-1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-65,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-66,0,0,0,,0,-1,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-66,0,0,0,,0,0,,,,,1,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-66,0,1,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,1,0,,0,0,1,0,0,0,1
01-04-66,-1,0,0,,1,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,1,0
01-05-66,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,-1,1,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-66,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-66,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,1,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-66,0,0,0,,0,0,,,,,0,0,1,,0,0,0,0,,,,-1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,1,0,0,,0,0,0,0,0,0,0
01-09-66,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-66,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,-1,,,,0,0,0,-1,,0,0,0,0,0,0,0
01-11-66,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-66,0,0,0,,0,0,,,,,0,0,0,,0,0,-1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-67,0,0,0,,0,1,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-67,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-67,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-04-67,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,-1,0,0,0,0,0
01-05-67,0,0,0,,0,0,,,,,-1,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-67,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,-1,-1,1,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-67,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,-1,0,0,0,0
01-08-67,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,-1,0,1,,0,0,0,0,0,0,0
01-09-67,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,-1,0,,0,0,0,0,-1,-1,-1
01-10-67,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-67,0,-1,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-67,0,0,0,,-1,-1,,,,,0,0,-1,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,-1,0,0,0,,0,0,0,0,0,0,0
01-01-68,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-68,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,-1,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-68,0,0,0,,0,0,,,,,0,-1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,-1,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-04-68,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,-1,0,0,-1,0,0,0
01-05-68,0,0,0,,0,0,,,,,0,0,0,,0,-1,0,-1,,,,0,0,,0,0,0,0,,,0,0,0,0,,1,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-68,0,0,-1,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-68,0,0,0,,0,0,,,,,0,0,0,,-1,0,0,0,,,,0,0,,0,0,0,0,,,1,0,-1,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,1
01-08-68,0,0,0,,0,0,,,,,0,0,0,,0,0,1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,1,0,0,,0,0,0,0,0,0,0
01-09-68,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-68,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-68,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-68,0,0,0,,1,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,1,-1,,0,0,1,0,0,0,0
01-04-69,0,0,0,,0,0,,,,,0,0,1,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-05-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,1,0
01-06-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,1,0,,0,,,,0,0,0,0,,0,0,0,0,1,0,0
01-07-69,0,0,0,,0,0,,,,,0,1,0,,0,0,0,0,,,,0,0,,0,0,0,1,,,0,0,0,1,,-1,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,1,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-69,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,-1,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-70,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-70,0,0,0,,0,0,,,,,0,0,0,,0,0,-1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-70,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-04-70,1,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-05-70,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-70,0,0,1,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-70,0,0,0,,0,0,,,,,0,0,0,,1,0,0,0,,,,0,0,,1,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-70,0,0,0,,0,0,,,,,1,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,1,1,0,1,0,0,0
01-09-70,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,-1,0,,0,,,,1,0,0,0,,0,0,0,0,0,0,0
01-10-70,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-70,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,-1,,0,,,,0,0,-1,0,,0,0,0,0,0,0,-1
01-12-70,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,1,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-71,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,1,,0,0,0,0,0,0,0
01-02-71,0,0,0,,-1,0,,,,,0,0,0,,0,0,0,0,,,,-1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-71,0,0,0,,0,0,,,,,0,-1,-1,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,-1,0,0,0,0
01-04-71,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,-1,0,0,,0,0,0,0,0,0,0
01-05-71,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,-1,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-71,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-71,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,-1,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-71,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-71,0,0,-1,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-71,0,0,0,,0,0,,,,,0,0,0,,-1,1,0,0,,,,0,0,,0,-1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,-1,-1,0
01-11-71,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-71,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-72,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,-1,0,0,0
01-02-72,0,0,0,,0,0,,,,,-1,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-72,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,-1,0,0,0,,-1,-1,0,0,0,0,0
